Candidate Age,Candidate Gender,Highest Qualification,Job Title,CTC (Yearly),Employment Type,Marriage Status,Disability Status,Course Name,Course Sector,Candidate City,Present Village,Present District,Present State,Present Country,Job Designation,Job Location
28,Male,Higher Secondary Pass,seles officer,17000,Salaried,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Pune,Wagholi ,Pune,MAHARASHTRA,India,seles officer,pune
23,Female,Higher Secondary Pass,Excutive,20958,Salaried,Unmarried,No,Certificate Course for Fitter Electrical and Electronic Assembly,Capital Goods,Pune,Pune,Pune,MAHARASHTRA,India,Excutive,"Unit No.16/17/18 , Aditya Centeegra, Fergusson College Rd, near Dnyaneshwar Paduka Chowk, Shivajinag"
22,Female,Higher Secondary Pass,Customer Service Representative,11500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Mumbai,Na,Thane,MAHARASHTRA,India,Customer Service Representative,Belapur
21,Male,10th Pass,customer support ,21000,Wage Employment- Full Time,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Kolar,nill,Kolar,KARNATAKA,India,customer support ,Bangalore
19,Male,10th Pass,customer support ,21000,Wage Employment- Full Time,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Kolar,nill,Kolar,KARNATAKA,India,customer support ,Bangalore
21,Female,Higher Secondary Pass,Telicalling,17000,Salaried,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Pune,Vadhu Bk,Pune,MAHARASHTRA,India,Sales ,pune
22,Male,Higher Secondary Pass,Customer care Executive,11678,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pune,Pune,MAHARASHTRA,India,Customer care Executive,"Unit No.16/17/18 , Aditya Centeegra, Fergusson College Rd, near Dnyaneshwar Paduka Chowk, Shivajinag"
19,Female,Higher Secondary Pass,Data Entry Executive,13500,Salaried,Unmarried,No,Digital Marketing ,Media & Entertainment Skill Council,Patiala,ali majra,Patiala,PUNJAB,India,Data Entry Executive,RAJPURA
19,Female,10th Pass,Assisstant Beautician,5000,Self Employed,Married,No,Digital Marketing ,Media & Entertainment Skill Council,Bangalore,"Marlamidoddi, kodiyala karenahalli ramanagar karnataka 562109",Ramanagar,KARNATAKA,India,Assisstant Beautician,Bangalore
19,Male,Higher Secondary Pass,Customer Service Associate,11719,Salaried,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Pune,Pune ,Pune,MAHARASHTRA,India,Customer Service Associate,"Reliance Smart Store - Sy No 28/3/1, Platinum Towers Haveli, Near Bollywood Multyplex, Wadgaon Sheri"
23,Female,Higher Secondary Pass,Customer Service Associate,11719,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Pune,Pune,Pune,MAHARASHTRA,India,Customer Service Associate,"Reliance Smart Store - Sy No 28/3/1, Platinum Towers Haveli, Near Bollywood Multyplex, Wadgaon Sheri"
24,Male,Graduation,Customer Service Associate,11719,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Pune,Pune,Pune,MAHARASHTRA,India,Customer Service Associate,"Reliance Smart Store - Sy No 28/3/1, Platinum Towers Haveli, Near Bollywood Multyplex, Wadgaon Sheri"
24,Female,Higher Secondary Pass,Assisstant Beauty Therapist,5000,Self Employed,Married,No,Warehouse Picker ,Logistics,Bangalore,"135/2 30th main 5th cross near balaji kalyana mantappa, lakshmanappa garden banashankari banglore 56",Bangalore,KARNATAKA,India,Assisstant Beautician,Bangalore
18,Female,Higher Secondary Pass,Telesales Executive,18000,Salaried,Unmarried,Yes,Loreal Hair stylist,Beauty & Wellness,Ghaziabad,Khora ,East Delhi,DELHI,India,Telesales Executive,Noida
36,Female,Higher Secondary Pass,Assisstant Beautician,6000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,Assisstant Beautician,Bangalore
21,Female,Higher Secondary Pass,Assistant Beauty Therapist,1000,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Mumbai,Vikhroli ,Mumbai,MAHARASHTRA,India,Beauty Therapist,Mumbai
22,Female,Graduation,Assistant Beauty Therapist,5000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kanchipuram,sripermbudur,Kanchipuram,TAMIL NADU,India,Assistant Beauty Therapist,Chennai
20,Male,Graduation,Junior Accountant,14560,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Coimbatore,PERUR,Coimbatore,TAMIL NADU,India,Junior Accountant,Coimbatore
30,Female,Post Graduation,Junior Accountant,14560,Wage Employment- Full Time,Married,No,CRM Domestic Non Voice,IT-ITeS,Coimbatore,COIMBATORE ,Coimbatore,TAMIL NADU,India,Junior Accountant,Coimbatore
18,Female,Higher Secondary Pass,Customer service Consultant,11000,Wage Employment- Full Time,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Pune,Pune,Pune,MAHARASHTRA,India,Customer service Consultant,Pune
22,Male,Higher Secondary Pass,Assistant Beautician therapist ,5000,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Mumbai,"2/2 bairagi chawl gaondevi road gaondiv ghatkopar west S. O Mumbai, 400086",Mumbai,MAHARASHTRA,India,Assistant Beautician therapist ,Mumbai 
21,Female,10th Pass,Self-Employed,5000,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Chennai,Perungalathur ,Kanchipuram,TAMIL NADU,India,Self-Employment ,Chennai
17,Female,10th Pass,beautician,5000,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Kolkata,Ultadanga,Kolkata,WEST BENGAL,India,beautician,kolkata
17,Female,10th Pass,ASSISTANT BEAUTICIAN,5000,Wage Employment- Full Time,Unmarried,No,Data Entry Operator,IT-ITeS,Kolkata,Ultadanga,North 24 Parganas,WEST BENGAL,India,ASSISTANT BEAUTICIAN,KOLKATA
18,Female,Higher Secondary Pass,beautician,6000,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolkata,Kakurgachi,Kolkata,WEST BENGAL,India,beautician,Maniktala
22,Male,Higher Secondary Pass,beautician,5000,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Kolkata,Kakurgachi,Kolkata,WEST BENGAL,India,beautician,kolkata
21,Female,10th Pass,Beautician,6500,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Kamrup,Last Gate,Kamrup,ASSAM,India,Beautician,"Dispur, Guwahati"
18,Female,10th Pass,BEAUTICIAN,5000,Self Employed,Unmarried,No,Data Entry Operator,IT-ITeS,Kolkata,Bagbazzar,Kolkata,WEST BENGAL,India,BEAUTICIAN,KOLKATA
20,Male,Higher Secondary Pass,Relationship Excutive,15580,Salaried,Unmarried,No,Work Enhancement Skills,Others,Pune,Pune,Pune,MAHARASHTRA,India,Relationship Excutive,"Corporate Off :T-361, 6th Floor, ITC Park. Belapur Railway Station Building CBD Belapur, Navi Mumbai"
18,Male,10th Pass,technician,15000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Kolar,nil,Kolar,KARNATAKA,India,Technician,KGF
21,Male,10th Pass,Assistant Electrician,15000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Kolar,Nill,Kolar,KARNATAKA,India,Assistant Electrician,Bangalore
18,Male,10th Pass,Assistant Electrician,14000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Kolar,nil,Kolar,KARNATAKA,India,Assistant Electrician,bangalore
21,Female,10th Pass,Beautician,7000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Gorpadi ,Pune,MAHARASHTRA,India,Beautician,pune
23,Male,Higher Secondary Pass,Warehouse,15000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Narhe,Pune,MAHARASHTRA,India,packing and Loadder,Kothrud
23,Female,Higher Secondary Pass,Accounts Support Executive,11500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Ghaziabad,Khora ,East Delhi,DELHI,India,Accounts Support Executive,Noida Sector 62
24,Female,Higher Secondary Pass,Associate,18000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Ghaziabad,Khora ,South West Delhi,DELHI,India,Associate,Gurugram
24,Male,Graduation,Associate,18000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Ghaziabad,Khora ,Ghaziabad,UTTAR PRADESH,India,Associate,Noida
19,Female,10th Pass,Assistant beautician ,6000,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,#6 maruthi Nilaya 2nd main 4th A cross behind vidyapeeta gururaja layout banglore south 560028,Bangalore,KARNATAKA,India,Assistant beautician ,Bangalore 
18,Female,10th Pass,Assistant beautician ,6000,Self Employed,Unmarried,Yes,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Bangalore Rural,Huliyurudurga hobli kunigal taluk VTC. Deva sandra 572123,Tumkur,KARNATAKA,India,Assistant beautician ,Bangalore 
21,Male,Graduation,Sales Associate,14500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Coimbatore,Keelamudimannarkottai,Ramanathapuram,TAMIL NADU,India,Sales Associate,Coimbatore
20,Female,Higher Secondary Pass,Customer Service  Associate - Voice ,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Thane,Kalwa,Thane,MAHARASHTRA,India,Customer Service  Associate - Voice ,Thane
20,Female,Graduation,Trainee,14000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Coimbatore,COIMBATORE,Coimbatore,TAMIL NADU,India,Trainee,Coimbatore
18,Female,Higher Secondary Pass,Customer Care Executive ,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chennai,Thiruvalluvar,Tiruvallur,TAMIL NADU,India,Customer Care Executive ,chennai 
21,Female,Higher Secondary Pass,Customer Care Executive ,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Chennai,Perungalathur ,Kanchipuram,TAMIL NADU,India,Customer Care Executive ,CHENNAI 
19,Male,Higher Secondary Pass,Marketing ,14000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Wakad,Pune,MAHARASHTRA,India,Sales Executive,Pimpri
19,Male,Higher Secondary Pass,CRM Executive,16500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Coimbatore,COIMBATORE,Coimbatore,TAMIL NADU,India,CRM Executive,Coimbatore
30,Female,Higher Secondary Pass,Beautician,5000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,Beautician,Nagarabhavi
18,Female,Higher Secondary Pass,Tele Sales Executive,12000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pimpri,Pune,MAHARASHTRA,India,Tele Sales Executive,"Wakadewadi, Pune"
23,Male,Post Graduation,Quality executive,16000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Coimbatore,COIMBATORE,Coimbatore,TAMIL NADU,India,Quality executive,"Coimbatore,"
23,Female,Higher Secondary Pass,Warehouse Executive,16500,Wage Employment- Full Time,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Coimbatore,COIMBATORE,Coimbatore,TAMIL NADU,India,Warehouse Executive," Coimbatore,"
21,Male,Graduation,Warehouse Executive,16500,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Coimbatore,R S puram ,Coimbatore,TAMIL NADU,India,Warehouse Executive,coimbatore
21,Female,Higher Secondary Pass,CCE,15674,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Pune,Dingrajwadi ,Pune,MAHARASHTRA,India,CCE,"3rd Floor ,E-Park, Plot No 3/1, Kharadi Knowledge Park, MIDC,Pune 411014"
23,Male,Higher Secondary Pass,Data entry,13500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,mathipura,Chamrajnagar,KARNATAKA,India,Data entry,Bangluru
26,Male,10th Pass,Data Entry,13500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,Data Entry,Bangluru
20,Female,Graduation,Opration Assistant,13000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Thane,Ganesh Nagar,Thane,MAHARASHTRA,India,Opration Assistant,Juinagar
20,Female,Graduation,Data Entry Operater,13500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Dodda Thogur,Bangalore,KARNATAKA,India,Data Entry Operater,Bengaluru
21,Female,Higher Secondary Pass,Executive Buisness Development,22975,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Sorekayidoddi ,Ramanagar,KARNATAKA,India,Executive Buisness Development,Bengaluru
22,Female,Graduation,Business Development Executive ,23123,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Doddanagamangala ,Bangalore,KARNATAKA,India,Business Development Executive ,Bangalore 
21,Female,Graduation,Business Development Executive ,23123,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,Hebbagodi ,Bangalore,KARNATAKA,India,Business Development Executive ,Bangalore 
20,Male,Graduation,Executive Buisness Development,22975,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,Huskur Gate ,Bangalore,KARNATAKA,India,Executive Buisness Development,Bangalore
21,Female,Graduation,Executive Buisness Development,22975,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Bangalore,Garvebhavipalya,Bangalore,KARNATAKA,India,Executive Buisness Development,Bangalore
24,Male,Post Graduation, Assistant  Desktop Support Engineer,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Thane,Panvel,Raigarh(MH),MAHARASHTRA,India, Assistant  Desktop Support Engineer,Airoli
31,Female,Graduation,Beautician,4000,Self Employed,Married,No,Certificate Course in Tally - 2- I,IT-ITeS,Hyderabad,Kushaiguda,Hyderabad,TELANGANA,India,Beautician,Hyderabad
25,Female,Graduation,Beautician,5000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Hyderabad,shovunipally,Warangal,TELANGANA,India,Self employed,hyderabad
24,Female,Higher Secondary Pass,Beautician ,7000,Self Employed,Married,No,Beauty Entrepreneurship Program,Beauty & Wellness,Mahabub Nagar,Korvipadu,Mahabub Nagar,TELANGANA,India,beautician ,beautician 
20,Male,Graduation,Associate CS Internet,12265,Professional,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Chennai,guduvancheri,Kanchipuram,TAMIL NADU,India,Associate CS Internet,"Balaji Nagar, New Perungalathur, Chennai, Tamil Nadu 600048"
26,Female,10th Pass,Assistant Beautician,5000,Self Employed,Married,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Mysore,Mysore ,Mysore,KARNATAKA,India,Assistant Beauty Therapist,Ashokapuram Mysore
20,Female,Higher Secondary Pass,Back Office Executive,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pune,kasaba peth ,Pune,MAHARASHTRA,India,Back Office Executive,Pune
21,Male,Graduation,Associate,17000,Professional,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Chennai,Porur,Kanchipuram,TAMIL NADU,India,Associate,"Perungalathur, Chennai - 600 063"
22,Female,Higher Secondary Pass,Associate,17000,Professional,Unmarried,No,Warehouse Picker ,Logistics,"600033, Mambalam R.S., Chennai City Corporation, Chennai, TAMIL NADU",kanchipuram,Kanchipuram,TAMIL NADU,India,Associate,"Perungalathur, Chennai - 600 063"
32,Male,Graduation,Customer support,11000,Wage Employment- Full Time,Unmarried,No,Warehouse Picker ,Logistics,Thane,Panvel,Raigarh(MH),MAHARASHTRA,India,Customer support,Thane
18,Female,Graduation,Associate,17000,Salaried,Unmarried,No,Warehouse Picker ,Logistics,Chennai,sedurai,Vellore,TAMIL NADU,India,Associate,"Perungalathur, Chennai - 600 063"
20,Female,Graduation,Associate,17000,Professional,Unmarried,No,Warehouse Picker ,Logistics,Chennai,Nedugundram ,Kanchipuram,TAMIL NADU,India,Associate,"Perungalathur, Chennai - 600 063"
20,Female,Higher Secondary Pass,beautician,5000,Self Employed,Unmarried,No,Warehouse Picker ,Logistics,Kolkata,Noapara,Cuttack,ODISHA,India,beautician,KOLKATA
20,Female,Graduation,Associate,17000,Salaried,Unmarried,No,Warehouse Picker ,Logistics,Chennai,KATTUKANUR ,Tiruvannamalai,TAMIL NADU,India,Associate,"Perungalathur, Chennai - 600 063"
24,Male,Higher Secondary Pass,Supervioser,14000,Wage Employment- Full Time,Unmarried,No,Warehouse Picker ,Logistics,Thane,Nerul,Thane,MAHARASHTRA,India,Supervioser,Thane
24,Female,10th Pass,Beauty and Wellness,3500,Salaried,Unmarried,No, Certification Course for Retail Sales Associate-2_RSA-2,Retail,Ghaziabad,Khora ,East Delhi,DELHI,India,Beautician,Noida
18,Female,10th Pass,Beauty and wellness,3500,Salaried,Unmarried,Yes, Certification Course for Retail Sales Associate-2_RSA-2,Retail,Ghaziabad,Khora ,Gautam Buddha Nagar,UTTAR PRADESH,India,Beautician,Noida
18,Female,10th Pass,Beauty and Wellness,3000,Salaried,Unmarried,No, Certification Course for Retail Sales Associate-2_RSA-2,Retail,Ghaziabad,Bishanpura ,Gautam Buddha Nagar,UTTAR PRADESH,India,Beautician,GHAZIABAD
22,Female,Graduation,Customer service Consultant,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pune,Pune,Pune,MAHARASHTRA,India,Customer service Consultant,Pune
23,Female,Higher Secondary Pass,Beautician ,5000,Self Employed,Unmarried,Yes,Beauty Entrepreneurship Program,Beauty & Wellness,Kolkata,Bagmari,North 24 Parganas,WEST BENGAL,India,Beautician ,Beautician 
19,Female,10th Pass,Beautician ,5000,Self Employed,Unmarried,No,Beauty Entrepreneurship Program,Beauty & Wellness,Kolkata,Rabindra Nagar,Kolkata,WEST BENGAL,India,Beautician ,Kolkata 
18,Female,Higher Secondary Pass,Telicaller,12795,Salaried,Unmarried,No,Certificate Course in Tally - 2- I,IT-ITeS,Pune,Nana Peth,Pune,MAHARASHTRA,India,Telicaller,Viman nagar
20,Male,Higher Secondary Pass,Tellicaller,12795,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pune,Bhavani peth ,Pune,MAHARASHTRA,India,Tellicaller,Viman Nagar
19,Male,Higher Secondary Pass,Sales executive,13200,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Dighi,Pune,MAHARASHTRA,India,Sales,Pune 
21,Male,Graduation,AR Associate,15455,Wage Employment- Full Time,Unmarried,No,Digital Marketing ,Media & Entertainment Skill Council,Bellary,nill,Bellary,KARNATAKA,India,AR Associate,Bengaluru
22,Male,Graduation,AR Associate,15455,Wage Employment- Full Time,Unmarried,No,Digital Marketing ,Media & Entertainment Skill Council,Mandya,nill,Mandya,KARNATAKA,India,AR Associate,Bengaluru
25,Male,10th Pass,Electrician,800,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Kolar,Chanjimala,Kolar,KARNATAKA,India,Electrician,"Hosakote ,bangalore rural,562114"
18,Male,ITI pass,Electrician,800,Self Employed,Unmarried,No, Certification Course for Retail Sales Associate-2_RSA-2,Retail,Kolar,Srinivasapura,Kolar,KARNATAKA,India,Electrician,"Hosakote ,bangalore"
18,Female,10th Pass,Beautician,6500,Self Employed,Unmarried,No, Certification Course for Retail Sales Associate-2_RSA-2,Retail,Pune,Pimpari ,Pune,MAHARASHTRA,India,Beautician,Pune
20,Female,Graduation,Business Development Engineer - Trainee ,25000,Salaried,Unmarried,No,Auto Service Technician (2-wheelers),Automotive,Chennai,Karanithangal ,Kanchipuram,TAMIL NADU,India,Business Development Engineer - Trainee ,"1148, i Block, 6th Avenue Annanagar West, Chennai 600040"
21,Male,Graduation,Business Development Engineer - Trainee ,25000,Salaried,Unmarried,No,Certificate Course for Automotive Assembly Operator - 4 Wheelers,Automotive,"600101, Anna Nagar Western Extn, Ambattur, Chennai, TAMIL NADU",Navalur,Kanchipuram,TAMIL NADU,India,Business Development Engineer - Trainee ,"1148, i Block, 6th Avenue Annanagar West, Chennai 600040"
20,Male,10th Pass,Associate,14736,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Medak,Machavaram,Medak,TELANGANA,India,Associate,Gagillapur Hyderabad
21,Male,Higher Secondary Pass,Associate,13646,Salaried,Separated,No,Certification Course for Self Employed Tailor -1- I,Apparel,Gurgaon,Mubarakpur,Gurgaon,HARYANA,India,Associate,Jhajjar
27,Male,Higher Secondary Pass,Elctrician,800,Self Employed,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Bangalore Rural,Medahalli,Bangalore,KARNATAKA,India,Elctrician,"Hosakote,bangalore rural"
28,Male,10th Pass,Electrian,800,Self Employed,Married,No,Certification Course for Self Employed Tailor -1- I,Apparel,Bangalore Rural,Hoskote,Bangalore Rural,KARNATAKA,India,Electrian,"hosakote,bangalore rural"
20,Female,Graduation,Beautician,6000,Wage Employment- Full Time,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Pune,Moshi,Pune,MAHARASHTRA,India,Beautician,Indrayani Nagar Bhosari
19,Female,Higher Secondary Pass,Associate,13600,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Hyderabad,Chandra Babau Nagar ,Hyderabad,TELANGANA,India,Beautician,Bangalore
19,Male,Higher Secondary Pass,Sr.Assistant,13027,Wage Employment- Full Time,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Medak,Medak ,Medak,TELANGANA,India,Sr.Assistant,Hyderabad
21,Female,Higher Secondary Pass,Loadder,15000,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Pune,Kalewadi,Pune,MAHARASHTRA,India,Warehouse Incharge,Narhe Branch
32,Female,10th Pass,Assistant Beauty,6000,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist - Alankrit- I,Beauty & Wellness,Hyderabad,309Sai ram nagar kapra,Hyderabad,TELANGANA,India,Assistant Beauty,Hyderabad
30,Female,Graduation,Assistanct Beautician ,1500,Self Employed,Married,No,Certification Course for General Duty Assistant -1,Healthcare,Mysore,mysore,Mysore,KARNATAKA,India,Assistant Beauty Therapist,Mettgalli Mysore
25,Male,Higher Secondary Pass,Sales Executive,9500,Salaried,Unmarried,No,Work Enhancement Skills,Others,Jaipur,nagla udaiya,Agra,UTTAR PRADESH,India,Sales Executive,Jaipur
21,Female,Graduation,Business Development Engineer - Trainee ,25000,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Chennai,Mannivakkam ,Kanchipuram,TAMIL NADU,India,Business Development Engineer - Trainee ,"1148, i Block, 6th Avenue Annanagar West, Chennai 600040"
20,Female,Graduation,Business Development Engineer - Trainee ,25000,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Chennai, perungalauthuru,Kanchipuram,TAMIL NADU,India,Business Development Engineer - Trainee ,"1148, i Block, 6th Avenue Annanagar West, Chennai 600040"
22,Female,Graduation,Marketing Officer,14500,Salaried,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Hyderabad,Balaji Nagar,Hyderabad,TELANGANA,India,Marketing Officer,Hyderabad
22,Female,Higher Secondary Pass,Associate,11500,Salaried,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,K.V.Rangareddy,Kapra,Hyderabad,TELANGANA,India,Beautician,Bangalore
23,Female,Graduation,Sales Superwiser,11500,Salaried,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Hyderabad,Jawahar Nagar ,Hyderabad,TELANGANA,India,Sales Superwiser,Hyderabad
20,Female,Higher Secondary Pass,co ordinater ,14500,Salaried,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Hyderabad,Lalgadi,Hyderabad,TELANGANA,India,co ordinater ,Hyderabad 
26,Male,Higher Secondary Pass,Marketing,12800,Part Time,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Pune,Pimpri,Pune,MAHARASHTRA,India,PST,"Marunji gaon, Hinjawadi, pune"
22,Male,Higher Secondary Pass,Sales Executive,12000,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Dausa,Dausa,Dausa,RAJASTHAN,India,Sales Executive,Jaipur
35,Female,Graduation,Executive-Officer,23000,Salaried,Married,No,Certification Course for General Duty Assistant -1,Healthcare,Bangalore,Bangalore,Bangalore,KARNATAKA,India,Vihaan Enterprises,Bangaluru
25,Male,Higher Secondary Pass,Counter Sales & Services,12795,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Alankrit- I,Beauty & Wellness,Pune,swargate,Pune,MAHARASHTRA,India,Counter  Sales & Services,pune
25,Male,Higher Secondary Pass,Counter Sales & Services,12795,Wage Employment- Full Time,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Pune,chinchwad,Pune,MAHARASHTRA,India,Counter Sales & Services,Pune
23,Male,Higher Secondary Pass,Back office Executive,11000,Salaried,Unmarried,No,CRM Domestic Non Voice,IT-ITeS,Pune,bhavani peth,Pune,MAHARASHTRA,India,Back Office Executive,pune
29,Male,Higher Secondary Pass,Back Office Executive,11000,Salaried,Married,No,Certificate Course for Front Office Associate - 2,Tourism & Hospitality,Pune,swargate,Pune,MAHARASHTRA,India,Back Office Executive,Pune
24,Male,Higher Secondary Pass,Back Office Executive,11000,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pune,dhankawadi,Pune,MAHARASHTRA,India,Back Office Executive,Pune
22,Female,Graduation,Trainee,9084,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Pondicherry,Villianur,Pondicherry,PONDICHERRY,India,Trainee,Vadamangalam
35,Female,Higher Secondary Pass,Office Administrator,10900,Salaried,Married,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Bangalore,Bengaluru ,Bangalore,KARNATAKA,India,Office Administrator,Bangalore
19,Female,Higher Secondary Pass,Office Administrator,10900,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Bangalore,Bangalore ,Mandya,KARNATAKA,India,Office Administrator,Bangalore
